"0"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"
"PAFAH1B3"	0	0	0	6.77081966584193	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5930941491714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70828181664747	0	0	0	0	0	0	0	0	7.37392630175512	0	0	0	0	0	0	0	7.80879110546807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POP7"	6.87843169716723	0	0	6.72754326299905	0	0	0	0	0	7.06714842872037	0	0	0	0	0	0	0	0	0	0	0	5.81106996927598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.16024911199342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09058120614532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31795503747825	0	0	0	0	0	0	0	0	0	0	0
"NHP2"	0.551914626260529	0	0	0	0	6.01572725405223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69754421086709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11009780882971	0	0	0	0	0	0	0	0	0	0	0	0	7.7748367954907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21580564213124	0	0	0	0	0	0	6.42512692561781	6.14956971806693	0	0	0	0
"PDIA4"	0	0	0	0	0	6.6914666067972	0	0	0	4.52839440910914	0	6.01677753957269	0	0	0	0	0	0	0	0	0	0	6.83375195674356	0	0	0	0	0	0	0	1.31673660479231	6.0107471719014	0	6.16901922565004	0	5.46704433853063	5.12435791509706	0	0	0	0	0.204929474974295	2.91897387939531	0	6.86108653368695	0	0	0	0	0	0	0	6.43925078111141	0	0	0	1.61378150983345	0	0	0	0	0	0	0	0	0	0	0	0	6.0823815573737	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68793998265899	0	0	0	5.45045444659926	0	0	0	0	0	0	0	0	6.28054697268074	0	0	0
"CKS1B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79075952889123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92184855210451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39180620597195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78499517988703	0	5.91353930050809	0	0	0
"ALDOA"	8.32557597721287	0	0	8.96082545267445	5.79653831536629	0.0801664495029279	0	0	2.05476514202327	0.100291447756787	0	7.46908799279283	0	8.2042137028423	0	7.4504788613506	0	0	0	7.68590546785989	6.64366718434424	7.50516273107706	0	0	6.67326355883112	7.01915568604686	7.10910810747856	7.74190545860593	0.698778553086413	7.30205048578382	7.15716804019312	0	0	0	8.94889117934255	7.75967863610193	7.36325747500047	5.46504130702609	6.44726625911552	6.36233662442446	0	0	6.9697872255054	8.22641002513184	8.49546548660507	7.48056274416073	0	0	9.17740229531334	0	2.50824354972978	0	7.86677478968678	0	0	4.82173266131755	0	0	0	5.22837889001842	7.49700528735554	8.45549918259268	5.99080014801087	8.74355710976956	0	8.12858252151825	7.91213708297319	0	1.88471122231258	6.82787261669473	7.33973600766177	4.71694481519628	0	0	0	8.14799465426127	2.49393676612587	0	0	6.69058862188753	0	0	0	0	0	5.550823727067	0	0	7.07963699212439	7.7173468615437	6.55199996217487	0	7.77302068651488	6.03443693685816	6.8216935076315	6.01685062097399	5.77356466481996	6.93472713478197	0	6.77931435891683
"LTBR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886159913337412	0	0	0	0	0	0	0	0	0	0	0	0	0
"TMEM141"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76148913538606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88973441116513	0	3.39833942421156
"PSMB5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1765402975768	0	0	0	0	0	0	0	0	0	0	5.59257484009487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83970404563436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WDR34"	0	6.27035532264743	0	7.51034872268343	0	0	0	0	0	0	0	0	0	1.31303102808193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1049293431258	0
"HSBP1L1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95619608140669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80195119618427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AP1S1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24748400638328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45022941551885	0	0	0	0	0	0	0	0	0	0	0	2.09999870434657	0	0	0	0	0	0	0
"PDCD5"	0	0	0	5.63968742032361	5.13597805118428	0	0.583615356584558	0	0	0	0	0	0	0	0	0	0	0	6.95140840254863	5.93261469369517	0	0	0	0	0	0	0	0	6.5127865967081	0	0	0	0	0	0	6.36307240546176	4.04677653260094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11893443008357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88268119469253	5.67556981666041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08100998068036	0	0	5.47768930680563
"NDUFB4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81473754128045	0	0	0	0	0	0	0	0	0	0	0	5.98837930293592	0	0	0	0	0	0	0	0	0	0	0	6.36220176943797	0	6.29903250271453	6.04776390129441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54984780252016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84020035239468	0	0	0	0	0	0	0	0	0	0	4.73672825130999	0
"H1F0"	3.67678756042952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26445235891127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HSBP1"	3.26379162197841	0	0	5.9870245190322	0	0	0	0	0	0	0	0	0	0	0	4.60886777706553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47038588504591	5.64108123995766	0	0	0	5.48681925739453	0	0	0	0	0	0	0	0	6.14537890054398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6193208582971	0	0	0	0	0	0	0	0	2.44002464288233	0	0	0	0	0	0
"TPI1"	5.12706037974428	0	0	8.59537330273648	0	7.14405901762299	0	0	6.45993172087683	6.0803641064315	0	7.11236068421634	0	0	0	6.97193699393348	0	0	0	0	0	0	0	6.42062017041354	0	0	6.75149210774297	0	0	0	7.02458286812385	0	0	6.94517669358662	0	0	0	0	0	0	0	6.69979410639561	0	0	0	0	7.55017567289518	0	0	0	0	0	0	0	0	0	0	0	7.65591670200817	0	0	6.14686922393078	6.30973808431921	0	0	0	0	0	0	6.14767974027749	7.68937940122626	6.55683586342277	0	0	7.82454340090084	0	0	0	0	0	0	0	0	0	6.6536035056981	0	6.62073961535732	0	0	0	0	0	0	6.58520172781341	4.49678444648781	3.48788375606315	8.39401511104728	0	4.32238030890184	5.87244464624385
"CTNND1"	0	0	8.65907769672743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83059354295309	0	0	0	0	0	7.6489840699935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17997594991857	0	0	0	0	0	0	4.66030116222086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79925312356064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SEC61G"	5.53899808903083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70781658025447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01583338722999	0	0	4.55934129518379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76722997746485
"SPINT1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AGPAT2"	0	0	0	0	0	0	6.02230832837585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LGALS3BP"	6.94474204185265	0	0	7.21140553132696	7.40155956214208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15075523135675	0	7.48346489373119	0	0	0	0	0	0	0	0	0	7.85708220225477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11999312987697	0	5.03023762917533	0	0	0	0	0	0	0	0	0	5.68345392642902	0	0	0	0	0	0	0	5.45163248212256	0	0	0	0	0	0	0	0	0	6.45070137946557	0	0	0	0	0	0	0	0	0	0	0	0
"POLR2I"	0	0	0	7.15705776098878	0	0	0	0	0	0	0	0	0	7.01113040148189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96338349028572	0	0	0	0	0	0	0	0	0	7.45247304158483	7.19985752788573	2.23710477285782	0	0	0	0	0	0	0	0	7.2434566859098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99309621697807	0	0	0	0	0	0	0	0	0	0
"UQCRQ"	6.20277286608684	0	8.11208831702002	4.29336680535714	0	0	0	0	0	0	0	5.62179313642428	0	0	0	0	0	0	0	0	0	7.82021937007766	7.45163528425166	0	0	5.35930609950535	0	0	0.753852665333481	0	0	0	0	0	0	6.18500998816209	0	0	0	0	0	0	0	0	0	0	5.23183212030304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553036044799615	0	0	0	0	0	0	0	5.42305673006609	0	5.50194479598925	0	0	0	0	0	1.80556074303587	7.58824037937887	0	0	0	0	0	5.88595036291062	0	0	0	2.0641068150262	0	0
"TIMM13"	0	0	0	7.30558235244022	0	0	5.54768178677675	0	0	0	0	0	7.70996846316849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99469556960548	3.09016917337673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24220976963574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62818450081838	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81399046299882	0	0	0	0	0	5.81255392974281	0
"NDUFC1"	0	0	6.29072333693587	0	0	0	5.43477632560689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46741774297946	0	0	0	0	0	0	0	0	5.54272607575261	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14193463855895	0	0	0	0	0	0	0	0	0	0	0	3.25169788748364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42684238808611	0	0	0	0	0	0	0
"COX6C"	2.639320158016	0	0	6.8245936145424	0	0	0	0	0	0	0	0	0	0	0	0	2.3008383040989	0	0	0	0	0	0	6.44399081069942	0	3.58799978110863	0	0	0	0	0	0	0	0	0	4.72680942389144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64653221400232	0	0	0	0	0	0	3.22779805562392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28972456244287	0	0	5.47424652700309	0	5.61049662259446	0	0	4.77735606193296	0	0	0	0	0	0
"SNRPE"	0	0	0	0	0	0	6.02057842780185	0	0	0	0	0	0	0	0	0	0	0	3.88467508406408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96192424419911	0	0	0	6.85111011706201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98983020884491	0	0	4.54402844396479	0	0	0	4.44192097584747	0	5.74852429586207	0	0	0	0	0	0	0	0	0
"NDUFB9"	0	0	0	0	0	6.56822535335794	0	0	7.2449989093082	0	0	0	7.49558788377157	0	3.9837843881736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12922056750803	0	0	0	0	7.08757729758863	0	0	0	0	0	6.9552659513671	0	0	0	0	0	0	0	5.39762295594834	0	0	0	0	0	0	0	0	0	0	0	1.85242239175798	0	0	0	0	0	0	6.24072971226776	0	0	0	0	0	0	0	0	0	0	7.08948077805573	0	0	0	0	0	0	0	0	0	0	5.60078236160772	5.54121032234873	0	0	0	0	0	0
"PRDX5"	6.73149621704077	0	0	0	3.65721353548455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26269792560619	0	0	0	0	0	0	0	7.56851297365434	2.37600415003444	0	0	0	0	0	0	0	0	6.43803230447945	0	0	0	0	0	0	0	0	0	0	0	6.05636502675447	0	7.10792299940231	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71430872006444	0	0	0	0	7.01367541006865	0	0	0	0	0	0	0	0	0	0	0
"ANXA2"	0	0	7.96089844196653	7.76314323532898	5.08227382109321	0	7.15966631827302	0	0	0	4.25928002067349	0	0	0	1.67247512823542	0	0	0	0	0	0	0	0	0	0	7.88633778776296	0	0	0	0	0	0	0	0	0	7.08588923360694	6.51050720886064	0	0	0.95987399584744	0	7.01882954069907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26330244419107	0	0	0	5.92551503781335	0	0	0	0	0	0	0	0	0	0	0	0	6.6646614595288	0	0	0	0	0	0	0	4.68258958937248	0	0	0	0	7.06406293493628	6.94470444862948	6.61881670451266	0	0.225225563925207	7.08081518306046	0	5.25793351196254	0	6.56125571093009	0	0	0	0
"TNFRSF1B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172141841748944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57849557468329	1.87615346441205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.10289093399976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.04997571877448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD52"	0	0	0	0	6.43477098900715	6.41548387670479	0	0	5.62299182809216	0	0	0	0	0	0	5.43732829253157	0	0	6.82133240189139	7.80740792724542	0	7.17166060119313	0	7.42717537818923	7.15900414763589	7.37185425379946	0	5.23095537387184	2.76611595051236	6.36791721525122	7.93036757001296	0	0	0	0	0	0	0	0	6.11460294294239	6.45703541178239	0	3.90643270772682	0	6.1887272982278	6.91106260229286	0	7.80341207655974	0	6.56963493504488	0	0	0	0	0	0	0	6.94158806810277	0	0	0	7.67049479985469	0	0	5.17454224407913	0	0	5.00225425228569	0	6.72875112605784	0	6.38506479467241	0	0	0	7.21011198102045	0	0	0	0	0	6.62105638270558	6.18564556616716	0	0	0	5.13766130989126	7.32828815244304	0	0	0	0	0	7.13552532755289	5.44880780711239	5.25770765179085	0	0	0	5.21769835284692
"LAPTM5"	0	10.0357227067666	0	0	6.24623762176865	0	7.23952349283611	0	6.65036592508396	0	0	4.76545836636838	1.22576232788964	6.06840855680193	0	5.27095309216782	6.82727880182996	0.290731076673622	0	7.56261358419711	5.3555847280255	8.13215241281387	6.75183404177289	0	5.45382965748546	5.88815290150097	6.85697996479052	7.08795603134876	0	6.28268221078549	7.75882901943381	6.78712786573265	6.71842492248095	7.63636512959268	7.05383076638403	6.79790037747525	0	5.92615412032181	6.58561697512331	5.90482100853621	0	8.07538512388908	0	5.87894084695744	6.61042516096957	7.39664836104446	3.32785404042874	6.7403277514537	0	6.95704537765838	5.87077946561316	6.13598276951326	0	0	6.65842758513986	6.21448990246863	6.39415860333021	0	0	6.74144177272543	6.3626930789216	6.23793344566845	5.84937081991685	5.67969768373421	7.13478720554756	6.02666109368089	0	6.32281994571256	5.35779724193045	5.54366476537012	2.85857387069968	7.12561835221156	0	6.22114665747694	7.94957175862188	7.14831844905128	6.32271342854943	3.96211957447152	0	0	6.96124130614323	0	7.20078622489153	6.79385947666313	5.80913220613453	0	7.65034912144645	6.1545030102957	6.07849583884097	2.71557493239153	6.72631163340415	7.44780992996197	5.73527331260074	5.77225095865889	5.9966852097027	5.71218415197756	8.43940725732957	6.12898496658397	7.58207836239256	6.49125425361925
"CD53"	0.0711722926995124	0	0	0	5.18367031337392	1.1013139010863	6.10226822351498	7.03442780251159	5.95259402946097	8.00482270441232	6.69994564921989	6.68924394004682	6.91844873079452	0	0	6.07748250232448	0	0	0	5.70118417862373	0	6.87844849596932	0	6.38202875695871	3.04948091480515	6.28532749272233	0	0	0	2.13733629258729	0	0	6.31556514351532	5.85003477613984	0	0	6.61187260193148	6.46189128304878	0	7.10525723744972	0	6.85928157040608	0	3.83206465779764	0	6.89158043594753	0	0	0	7.12502811482816	0	0	0	7.19001486349573	7.03284503686027	6.41699592410851	0	0	0	0	0	0	6.35899099082373	7.15848437151765	6.99347114298163	7.13499106841889	4.82984144339406	0	0	0	6.55390509778909	4.04378018758631	7.11040218774925	7.80148041934119	7.12860984267828	0	0	0	0	6.70763894636464	0	4.86123085806048	0	0	0	0	4.3333671984368	6.28893508200479	0	0	4.983450146784	0	5.32257139343068	6.38041517518454	5.60470473653315	4.48846616421475	0.469219161672818	3.81129633465633	0	0
"CD2"	0	0	0	0	0	3.46336088581666	5.10524728330187	6.82534043954501	0	0	6.49231244141641	0	0	7.45062097009668	4.38123491264343	6.05034866962476	0	6.6092118403168	0	0	4.73673041570698	0	7.13225664234734	0	0	5.54517763461529	3.19937710192865	0	7.46742728064819	0	5.87379720659623	0	0	0	0	4.28100529338681	6.06376005044863	3.85266108593061	6.34758469729643	6.70567343879433	5.86947638719899	6.1411746473919	0	5.14267973185944	6.17363236834454	0	0	5.62696939029114	6.51653635884024	0	0	7.15857151876989	4.62189890032461	7.10497115929952	1.08658677455719	3.89626022193682	6.08371928673059	0	0	0.374488668653774	6.1449082203426	6.55008907432018	6.91748951932301	0	0	0	7.62449734727297	0	5.10167486589992	6.01898839559703	6.42487221765285	0	0	0	6.13444213330411	0.94430374472556	0	0	0	8.21426248055029	0	7.97309261332615	5.78247776230325	6.55678146243209	6.91647628615248	7.1191683571314	3.45390470421522	4.51010617268213	7.50621537263218	6.34549715045072	6.41109621182787	0	4.23583502819745	4.46108517955527	5.44630685568507	5.80035428982964	7.56641036648425	6.27686696939357	0	0
"CTSS"	0	6.16909461173791	0	0	5.62536138565174	6.79862006462292	0	0	0	0	0	0	0	0	6.82473145441475	0	0	0	6.3330878887606	0	0	5.37696891839895	0	0	7.30553109945747	0	4.14119815405937	0	0	0	0	0	0	0	0	4.72258569761879	0	0	0	0	0	0	0	0	0	0	5.08160678424529	0	0	0	0	0	0	0	4.5708599818371	5.26812743638708	0	0	0	5.56384178387434	0	0	0	0	6.69147889032742	0	0	0	1.52508664329455	0	0	0	5.24317169801365	5.36900330908565	0	0	0	0	0	0	0	0	0	0	6.231777411245	6.04734534471778	0	0	0	7.87090686141952	0	0	0	5.73125032315928	0	0	0	0	0	5.38897371191874
"S100A4"	0	0	0	0	0	0	6.85277230492545	0	6.42978984701115	5.56360020841573	0	0	0	6.85069842693786	6.69121128110935	0	7.38366671280241	0	0	7.46595430906491	0	0	0	0	0	6.40883921196219	0	0	4.40404272409376	0	8.03213600622552	0	0	0	0	0	0	7.32944637216874	0	0	7.41590905207183	0	0	0	0	0	0	0	1.64742503901129	0	0	6.77562120997664	0	0	0	0	0	0	0	0	6.80571498572262	7.90333050439413	0	0	0	0	0	0	0	0	5.84260202302583	7.88944397282061	0	5.34909736610638	8.45859990296647	0	6.20153643676129	0	0	0	0	0	6.72006801124851	7.39404633234039	5.85078667399667	0	6.96907115187545	8.18157901277013	0	0	0	7.18516543921708	0	5.40920558035052	7.33886738893203	0	0	5.26167786034616	0	0
"RCSD1"	0	5.6180838630313	0	0	0	1.89907119569233	0	0	0	2.18752389957776	0	0	0	0	0.33245015864527	0	0	0	0	0	0	5.7740066074405	0	0	0	1.15983582384799	0	0	2.8203587135723	2.53717676954538	0	0.983181511972605	0	1.70753804278339	0	0	0	0	0	6.12116360124492	0	0	5.08917354183674	0	0	2.26469855619135	0	0	0	0	0	6.97035844801526	0	0	0	6.32453719256355	3.93589249140926	3.46481069997173	0	0	0	6.38840103424947	0	0	6.56942379824148	0	6.90534981640388	0	0	4.11810385914211	0	2.25641289268927	6.61194443438617	0	0	0	0	0	6.82913285345895	0	0	0.0812987186949814	0	5.81199190969708	0	1.60650855741329	0	3.79496684463603	0	0	0	0	0	0	0.625625858320048	4.07962301992274	0	3.3514276267654	0	4.2152895289646
"RGS1"	0	0	0	6.34986451486637	0	0	6.58826759317327	7.09704808218133	0	0	0	0	0	0	4.37708348085222	0	4.3029762670895	0	0	0	0	0	5.77873608361854	7.4201755761451	0	0	0	0	0	0	0	0	0	0	0	0	8.43716001942661	0	7.45591281096785	0	0	0	6.40475958782439	0	0	0	0	0	4.26727584984363	0	0	8.60158469288333	0	6.62217762869555	0	0	0	0	0	0	8.14802394982217	0	0	0	0	0	6.41427661516477	9.25015125076835	0	5.18655958586383	0	0	0	5.63735433816088	0	0	0	0	0	6.41581679493049	0	0	0	0	0	7.21211813429326	7.94909231025062	0	0	0	0	0	4.84706386248419	0	2.48030907445966	8.29376539992213	7.17103865267498	0	0	0
"PTPRC"	0	0	0	0	6.40274536672702	0.57630928539856	7.962106499278	7.34415243030856	3.01979619352861	7.41061840188983	6.89452858914624	0	5.47254820742155	6.57828452292137	7.27341704604059	0	6.51414909341755	5.72846612561155	6.30496309087154	6.56177656461506	4.12228176341143	6.63161507364995	3.8976354181935	5.46481853991029	2.06917282933192	5.52962295271454	5.16004444979672	4.46359564800207	5.94113002692974	4.2696309029648	6.49783315961641	3.92596999487048	7.50499396709267	0	5.89280555901908	7.75387465531644	3.24615114607243	7.72940145083549	7.27120173170445	3.76877610542755	6.9195950107347	7.02715637429043	6.50450312894419	5.33908748847727	1.09840608212778	5.6842060791085	6.40223510320989	0	6.15543028929808	5.50360315630226	0	7.65657552497452	6.0952957404631	6.89969454958683	7.0058421158999	6.83323837030111	7.06447925688672	5.86848923057261	7.09856683406973	2.34237553523912	5.40337510230758	6.73366874336412	6.6617004395044	0	4.1779680066742	3.06082906414314	0	7.42861225587985	3.38718743247418	6.14445247843515	6.56588075209634	5.18638883319511	5.21308788440086	6.28733949279963	5.78613917467018	6.5495351823649	3.77766588640983	3.3116004737542	7.07058736283689	5.83275231880404	6.9828660644702	0.357033948907837	6.41422366867361	1.07886938715946	3.86802294130142	4.36571563021039	3.96518492236572	6.64860751963374	6.95556261675265	0.427498905222395	7.33077708225708	4.60941693864611	3.86472597071701	4.92931948883246	2.50651816250718	2.35378623446502	7.71639799223652	4.57377198846933	0	3.54784832909558
"ZFP36L2"	0	0	0	0	0	0	0	0	0	0	0	0	5.50962332536895	0	0	0	4.27854015233331	0	0.245568678013523	4.5659224766565	0	0	4.47184101319609	1.4635858397618	0	1.86081584001839	0	2.40339862256691	0	0	2.67642990543916	0	0	0	5.54123169950307	0	0	5.40100270034394	2.48099662599266	3.4920133868738	0	0	0	3.23955079661365	0	0	5.13787439624976	0	0	0	0	2.16364685854412	0	0	0	5.5436428056494	0	0	0	3.55708408979467	0	0	0	0	0	0	0	3.23571480759885	0	0	0	0	0	5.41101364917061	0	0	0	4.58064961583623	0	0	0	5.43426192006071	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94221373658446	2.93504290902498	3.02481255126529	0	0
