"0"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"
"CXCR4"	0	5.96213785640182	0	0	5.5498767511075	6.63129799687206	8.19441874162575	0	0	0	8.2905306132909	6.80850900280119	0	0	6.79152563352907	0	0	0	0	0	0	7.83061933712117	6.49922164695909	6.73123755888705	7.16522026410591	5.14662223328863	7.19053683721513	8.11618886968323	7.78672122017535	7.97037835157116	0	0	8.79913365268506	7.12845044476558	6.46177589577343	6.22945410580069	7.42620251616657	7.07087154110472	7.42144036052134	8.12072937282734	0	6.80431394460832	7.89610573311189	6.43037326398545	8.63318655049971	7.73355134181461	0	0	0	7.29998045490852	6.80416019753968	7.34097984957523	6.72012863280688	0	6.52910066832217	6.27115746168445	6.51879476296059	0	0	6.93283209924836	6.59552424812012	0	1.56127725142271	6.91389994624058	6.75493438899039	3.72255455076884	0	0	6.81761468828671	5.97533417967381	0	7.65168102829664	7.27515151469873	5.63044682721544	0	7.46277258644166	6.35039346124461	0	0	3.60859163947264	0	6.26105836433446	0	5.71518804527664	6.91552926625561	7.5912543899376	0	6.56697493733455	7.41947585649826	0	0	6.27805186080439	0	6.38639728471145	0	7.7265486979146	0	7.63051919689594	8.21912901525171	6.98827113065745
"ARHGAP15"	0	0	0	0	6.06054311679393	0	7.60192058325106	0	0	0	0	4.52731247470775	0	4.46208701113664	0	0	4.73921732567523	0	6.33275894614897	0	6.37940765391657	0	0	5.8045753157461	0	0	2.81086053039763	4.39100878593663	4.98862561458475	0	0	0	0	0	1.06117480534268	0	0	0	0	0	6.43527687759966	3.14610123555934	0	0	0	0	5.40624787100462	0	0	0	4.74737021182088	0	6.78476726645343	0	6.68920353688167	3.26926509640928	0	0	5.69805925058998	0	0	6.53553744889624	0	0	0	4.20458601126726	0	0	0	0	3.9570407329774	4.89616962602757	0	0	1.86014043585945	0	7.11642277442457	0	0	0	0	0	0	0	0	0	0	7.3974215348742	6.01561420025205	0	0	0	0	5.42233662337775	0	3.55887740511521	0	4.58678815769139	0	4.64773931090235
"CYTIP"	0	0	0	0	4.87452354583871	6.10955342129863	0	0	0	0	6.30640115004644	0	0	0	0	0	2.43653765880196	6.70137674938858	5.80312420457783	2.17230828760247	0	4.54154643369008	0	0	0	0	3.94048063173844	6.87871026224681	1.99605243998732	0	0	0	0	6.40877180226882	1.30434748816243	0	0.069262211594843	0	6.38512969644938	0	3.69478215304831	4.98097124440522	5.34210774512721	0	0	0	0	1.7339573261961	0	0	4.98444671426937	0	0	0	2.50578932791007	0	0	0	0	0	5.54852417020037	5.77610899010934	1.42720924296739	0	0	4.52612516584196	0	1.16129436287598	0	0	5.52527648943825	0	0	0	0	0	0	5.39765273033988	5.71014105670112	6.61633137557137	6.99602294162874	5.52300139150594	0	0.177394820100797	0	0	0	0	0	0	0	5.67587209132979	0	5.31988234625897	0	0	6.96403433112945	0	0	0
"WIPF1"	0	0.720812535699791	0	0	4.34555747018188	1.56660086440318	5.06511816684926	0	0	3.30329270599858	3.33718728876158	0	0	0.434817683585606	3.14674807551946	0.234623941363856	4.28422390677548	3.94448367114875	4.48924683937005	0	3.7806450090157	1.31371022615091	4.3411019325611	0	0	0	1.81185734157837	0	3.9455150036761	5.13334158087763	0	4.73946254060689	3.23265768722309	0	0	2.54194099353074	2.61059140713971	0	4.46169814736975	0	0	0	2.44542213755914	3.13697553191467	3.64673869830785	0	4.94781621545581	1.4841020311422	4.892896609212	2.16354703599569	0	2.85764266834709	4.478910990597	3.64319239737196	1.10497398892162	0	5.70983126930842	5.47422348480279	0	3.46769553232342	2.67517007335341	4.25911728538512	0	0	0	0	4.94616611508187	0	4.08524532804041	1.24460092667097	3.82568286484934	4.71624137600523	0	2.3366147411456	0	0	0	0	0	5.66777776072468	1.16041038027937	0	6.07585711548896	0	2.79333825169335	3.54195090259289	0.723707082612373	0	2.78238969233974	3.3955098011581	1.20019672315232	0.791539047483072	0	0	0	0	0	0	0	0
"HCLS1"	0	4.60720483081626	0	0	6.37053955567917	6.33133457194588	0	7.63107335258556	0	6.19565901988732	5.67808937514212	0	0	0	0	0	6.25196103613151	4.76036414414409	0	4.77938423019411	7.82765315595203	5.66908092226688	0	7.14297159813392	0	6.17255572028222	6.48331872753719	5.73526383377128	6.35360929616068	1.15257933501729	7.58992644001236	5.82093432828416	4.55982705706812	6.30277891438591	0	6.91719709546891	0	6.46145456314007	4.77324841872249	6.24275206442164	6.07850950174068	6.66391113883871	7.07841161701613	0	2.61384514571845	6.98698277994714	3.10589258908977	6.77614505690948	0	4.17141821928523	6.96288131810657	5.39650340367773	0	0	0	0	5.59236314690875	5.92730816542283	6.81905462667612	6.14093812856322	6.5885376041659	0	4.56157481340323	0	0	0	7.32223418426833	5.8800063781023	8.26987093648974	0	5.82944723329852	0.197236354918707	8.15047270405646	0	7.34219825876724	1.61056306101252	6.47626275430026	7.35050007589517	0	0	0	6.54549320817678	0	0	0	6.24207101917874	5.89272300187704	5.63327455144198	0	0	6.10906839661514	0	5.83997872926602	0	5.78206829621259	5.24288979693683	0	5.04255153971877	4.63108623400994	5.34379047661033
"GZMA"	0	0	0	0	0	0	0	6.13930249162129	0	7.2823916155183	6.51035845548663	0	0	0	0	1.69360069592915	0	0	0	0	7.03115199890688	0	0	0	0	5.16640735330336	0	0	0	0	0	0	0	0	7.48262494162211	4.71704574868684	0	0	0	0	0	0	0	0	5.56990815184612	0	6.47942961015311	0	0	0	0	6.74708376257517	6.37112720920065	0	4.75437391819086	0	5.4055993078433	0	0	0	0	0	0	0	0	0	0	7.55178030806971	0	6.57277797646636	5.87276056227009	0	0	6.44906542485785	6.26703571195597	0	0	0	0	0	0	0	0	0	0.755485829350776	6.76785643838069	7.85193895253579	0	0	4.66205164956232	0	6.31549667323644	3.03514527784211	0	0	7.21256525354353	6.46486018886955	7.92791760346414	0	0
"HLA-A"	6.19754756566	4.35687694693047	0	1.27751467935369	7.19171798945301	5.95436732942023	9.43014539219497	9.69966681963364	7.49111609169406	8.73636756330843	8.44221143260963	9.39783688156476	7.00412920981002	9.7520960604798	9.68161225155201	9.55939225356386	8.34141349988305	6.60214105118497	7.50108535486947	8.6933392305092	7.54963829290292	4.55673778691277	9.93180034217007	8.03311427582034	1.41091633106013	8.88373504955632	8.09373097482339	8.26248112576746	8.79829750069925	7.43446693699048	8.77372556369057	9.12919472645939	7.51975716684819	7.6184076748059	9.78930178443165	9.24914742736699	9.43833234132181	10.2134179808076	7.57403957747052	7.92060712847876	9.25145142607406	10.1029791960523	9.08788866515984	7.15147650383157	8.73684674726714	1.20320742207951	4.70630896496981	7.73997477839676	9.57680852466841	7.69618930396669	7.10327206983482	6.92818411095246	9.50488648392651	8.80177314538025	9.62335459984308	7.08094604563042	9.07109399924381	7.68704745704073	7.98906513322215	8.53634288699912	9.53077764428418	8.72418387137035	9.8479117449592	8.99207359266775	6.84880719305347	9.4994568649254	9.32214189095861	8.05246273837333	6.99144735687241	8.19271076556442	8.38767892291586	8.93884122370902	9.21415213254421	8.10258675062324	8.07292078514653	7.6166628581276	8.29196632252231	8.65700883097695	9.06806376554012	6.65996921391654	9.057802671308	0	7.88295307322011	8.99826860093473	7.4162578355095	7.77476578133932	8.4872503373061	8.92162228527828	9.22310564643552	7.94641061553484	9.52695341606673	8.99331050064798	8.01556737063939	7.40805667507065	7.69067039702184	5.97205363751912	8.81518498767438	8.69477682612385	7.44810391284336	6.77879139893675
"HLA-E"	0.125055916790572	0.0940063015199792	0	5.75732573257861	7.47297200031569	7.32328133914648	8.70903579086243	8.07777883540639	7.92059593426119	8.27109096070485	9.79397260819527	8.53432607434494	6.71951573145034	8.46777475117213	7.37453040046201	9.18179646709343	9.77511474143304	7.96648757131667	6.93878648391991	7.90350934740357	9.18666939074428	1.60055521900627	7.69570477204324	7.21876547780907	7.67416528578782	8.78330518700346	5.35077126239764	6.8670053740752	8.24171159725766	6.79481833512017	9.45660440582399	6.77192346724521	7.20319430310728	8.81753967342273	8.87292354099316	8.41052580579118	6.86779838704065	8.13910041415205	9.15431968572454	6.85968808593885	7.8332235039315	9.41676702700078	8.33777588530406	9.22690144596655	8.13527202554214	8.26954329363519	7.56777655420752	9.3883745772809	7.61918364611441	9.1659680231176	8.31026149377137	8.69890965031846	7.4992448515211	9.30221256325544	8.89838538263152	8.67299862861078	8.85876108321126	8.44785070941226	8.42017149086846	8.31151015418408	1.15911892143062	9.01631983324045	8.13085629365832	1.01392670604292	7.13340765414472	0	9.00996756277939	8.06313925664234	6.54717710784676	8.51669688473048	7.95889712319663	7.99674163702217	8.63828048554772	8.56115044815237	8.23801802612113	0.360532838657761	7.67597551625126	6.86462210703761	8.45941374878123	8.78945663397291	9.5556408104946	7.2648496877484	8.17532044769274	8.88298662661774	8.73993877447512	8.92239559873684	7.89302843970774	8.76393087909763	7.78841093821082	8.36786834800147	9.29161790000844	8.90042019758115	8.25448449328905	7.32110200568011	5.47227622566737	7.42968299273323	9.39128868502779	8.23803317362216	8.17182945386831	8.39573757646274
"HLA-C"	7.28297784251972	5.12149041715318	0	8.56268138709114	6.85334985672169	7.68092840112113	7.91616723199697	8.85464557405709	5.63029421285097	7.59975190578481	7.72143336295693	8.99054181280593	7.69447887001995	7.9041130800752	8.94271755330918	9.27042118006238	9.03173108313637	6.55498707263117	7.79249554453032	8.69456456873636	9.101621346698	5.15974219465919	8.85427572830891	7.16170511751507	6.42116033776432	8.45838700803639	7.0240199732122	8.06557457334202	7.36563935188313	6.9290520662954	9.09919887766012	5.37581375954612	3.94316931680371	0.467436003076365	10.0948352646097	4.93178846637865	8.65837259850808	8.16889922131763	6.41127386657499	3.24688687916664	6.15117508705971	7.67403114348696	7.33309343611584	8.76821152395456	6.81373079218997	5.0103752546349	7.56851274564827	8.31291552897446	8.28210689400189	5.4347449728007	4.60943998822077	5.66329366297837	8.26715096252574	8.89048940501401	8.91765766603649	8.79528541288779	8.11259182231472	7.76643754054099	8.01424810237793	7.3675645827997	7.45229173902224	8.35109307553803	7.31873042694078	6.81287874372347	7.65301758427346	6.41875868144158	6.7318562245785	6.35070674089558	7.87332420081003	7.07384518467511	7.5362754281153	8.97539941640149	6.35714552961258	7.72553183876559	6.40188641030744	5.8240318094939	7.51541308400297	7.96522931742232	8.72401393919193	8.3460039351785	8.09850372501402	7.49571874371665	7.2783503014727	7.99907998862664	7.34539424626478	8.17460326154185	8.28164581700942	8.47044311452543	8.69599875288481	7.43853596979278	9.2177060098139	8.87075034235052	7.97823110160143	6.13695093131067	7.96269152713323	6.78272294068347	7.54282773989566	8.3048928838219	6.99761713556359	6.41895309908968
"HLA-B"	3.59543324266294	8.0302123535783	0	8.78578984769421	8.5365120255034	8.00113798397754	9.2805296668299	9.42905155837672	7.90315718388334	8.58955812198476	8.57271148003308	10.5603789901611	9.45655826737696	6.3558708135343	9.3895967098622	10.0943265653964	8.54539080493898	6.67526776096954	6.42873702494251	10.0366236906733	8.90850556991609	0	8.01235809750982	8.23738952746105	9.0728869772868	9.80773435247849	9.13480817313615	7.83980461790202	8.47334005820372	8.07532350652106	9.78209654576503	8.09630012563743	7.8210945916372	7.58758829432447	10.2583162199212	8.30058332731403	9.98891557050159	9.97977482965547	9.82003241928846	7.44209670046477	9.25997059380692	9.25997631189768	9.51501382350279	9.32315280621391	9.0490428651587	6.47078998152975	7.15698032802247	7.28419003087627	8.20564894824492	7.93077086209502	7.77087191669046	4.6077777017894	9.37645466393767	9.07053672965902	9.84832379273135	8.48219300168184	9.07587131134856	6.59017068530891	6.83674205145878	8.87142945477465	9.50882698674206	8.51311099331108	6.88921688645038	8.92589999256081	9.37550199732675	8.0512168274448	8.77860842984314	8.51091165345114	7.89768145732374	8.93808573700656	9.63761596958431	9.87315594462354	7.91883330998442	8.8875766597447	9.29925942779458	6.64830292934927	8.57054444463618	8.73413432402127	8.90314329203009	10.3621344577915	8.54226397068667	9.30132294685753	8.32406044457233	9.44234359555179	9.19366826770554	9.31055829901334	10.278865688871	9.85418937783589	8.77537258272625	8.90280378900549	10.2243893524289	10.0309551361847	9.6587222634908	7.706449464278	8.94255450145222	8.23002961318694	8.85584338412293	8.32829138422463	7.27830968891615	8.13725087630082
"GPSM3"	0	0	0	0	0.84925470876769	0.565948059001734	0	0	0	0	0	0	0	0.443373255458519	0	5.68854126700945	0	4.65701798040184	0	0	0	1.63222633019676	0	0	0	0	0.825997234349084	1.31540972216707	4.12523036446019	1.6963856030038	0	0	0	0	0	0	0	0	0	0	0	0.995571349320207	0	0	0	0	5.15022455223617	0	0	0	0.424889848855143	0	0	0	3.52554273319505	4.09577086182808	5.45510755223429	0	0	0	0	0	0	1.15924165973011	0	0	0	0	0	0	4.42949210803495	0	0	1.2404425631937	0	0	0	0	0	0	0	0.396630809391719	0	0	0	0	0	5.11170407922844	1.22945872038456	5.32498481056682	0.865229956191276	0	4.10200297556514	3.98191748180019	0	0	0.428528344710137	0	0	3.67590510909538
"HLA-DQA1"	0	0	0	0	0	0	0	0	0	0	0	0	0.146381514171109	0	0	0	0	0	5.75546499891274	0	0	4.50295365743486	0.572084444163042	0	7.58250888584778	0	0	0	0	6.57775479496697	0	0	0	0	0	0	0.39921485262662	0	0	0	0	0	0	0	0	0	0	0	0.564719594443095	7.23772680002315	0	0	0	0	0	0	0	0	0	0	3.86539329287787	0	0	0	4.46727426274696	0	0.21868198877614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5966033439919	0	0	0	0	0	0	0
"HLA-DPB1"	0	0	0	0	0	0	7.51839846359003	7.12911245969985	0	0	0	6.3395812091034	0	0	0	0	0	0	8.0786326754793	0	7.68889872913653	0	8.01870933109211	0	7.5379811379562	8.33283237414546	0	0	0	8.56005928858803	8.25486988824991	0	0	7.75092380121931	0	0	7.93617278625074	3.88692954866348	0	0	0	0	0	0	0	0	7.7586292445865	0	8.7203977727123	4.24445175001591	0	7.68334921139914	4.01116641490767	6.28394787833435	8.49823638464817	0	4.38381832134806	0	0	0	7.53966870593133	0	0	0	6.71762488263646	0	1.95372340122154	0	0	0	0	0	0	0	7.21212056677893	0	0	0	0	5.93653547457334	1.42391695613095	0	8.17778626980219	0	0	0	0	0	7.54024825493036	0	0	0	8.31389502733319	0	0	0	8.95438504094731	7.98629402443042	6.81934847157882	6.96337308554379
"IKZF1"	0	0	0	0	3.12626256368334	0	5.30021123564955	2.69259681191692	0	2.6088967477537	0	0	1.16506295048274	0	0	0.297837035886644	3.56284441387189	0	3.08865723764947	3.46377022352244	4.13027360218242	5.92504854007717	4.44240810691043	2.79565267449638	0	0	0	3.44278561989134	3.88462722390928	0	0	5.18614990400826	5.0582467838521	0	0	0.327514920200199	6.06234214999238	0	4.76241100859974	0	0	0	0	0	0	5.0111413621849	3.34759479527584	7.02022970907464	2.05552886581668	0	1.3008675825965	0	0	0	0	4.89859824354961	0	0	6.85502479657589	4.67667756557566	0	0	3.16702708484388	2.24614050255157	1.45434963796543	3.71740444427565	0	6.08341401232303	0	0	4.92488042147731	0	4.50471254398946	0	0	0	0	0	0	0	0	3.92484575051581	4.1633457598552	0	0	6.37809713569555	0	0	5.6484113697118	5.10308172438005	0	0	0	0	0	0.905612763861963	0	0	0	0
"GIMAP4"	0	0	0	0	0.159926218678701	7.37658593604468	0	7.99224680947395	6.84961202096761	6.41194089368144	7.26352564626299	0	0	0	6.46049128234877	8.64381081630219	0	7.02245292952496	0	6.58008230481862	0	0	0	0	0	0	0	6.21060452780479	7.18375386863696	0	0	6.92092303159208	0	0	0	0	7.32802024848501	0	3.19416744481417	6.11290234606128	0	6.81341681661908	6.02030661668879	0	1.04106070603799	0	5.70319152981712	8.60278421808392	6.60979735726102	0	7.04418207132277	6.73007281911898	8.81319838501757	8.43294671684725	5.92376602182638	0	1.36180765407968	0	0	6.61037023351308	6.80192456107829	6.93918307991104	6.50367565811062	7.12166674679478	0	0	0	7.39359904855822	0	7.214871513802	6.08136455565691	8.56919622196467	6.84220273464467	4.25993228436742	0	3.79564748004104	0	0	7.66559977121753	6.69176598805571	0	0	0	0	0	6.58080305149315	0	0	8.10516314181352	7.28841052116767	6.64431864367743	6.77969703340922	0	6.43067048669825	0	0	6.93426525828826	0.525096668798209	0	0
"SLA"	0	0	0	0	0	5.05252979578439	0	7.09365978476551	0	7.93319964204959	0	6.35415697596669	6.40103872150916	0	0	0	0	0	6.23671818926759	0	6.1339471221361	0	0	0	0	6.70091531294232	5.98106877390269	0	5.54508556001075	0	0	7.45417836129793	7.0172606325609	0	0	0	5.88485820775122	5.27461986741295	6.85389549811621	4.74423215193448	0	0	4.37921684550387	0	0	5.56708905744637	0	6.08187282665291	7.67753051112533	0	0	5.95720932531708	7.07740858312885	0	0	1.90572057651686	0	0	0	0	0	0.794444979902219	1.59079840516116	5.8617144814357	0	6.45599769161527	5.85352764321579	6.18304061547312	0	1.15694019468016	0	0	0	0	0	0	3.67608457706575	0	0	2.11654774376561	7.26780421849406	0	7.42615210266217	6.42625083095021	0	0	0	3.44843847476967	6.53926243322394	1.14446410317231	6.55269660643041	0	0	0.877759952666711	4.61223747964085	6.3695833881639	0	0	5.0041314575766	5.14193014395594
"SRGN"	0	0	0	0	0	0	5.88454419742564	0	6.3382063538119	5.7955220282644	7.12550925088863	0	0	0	6.29106937320694	0	0	0	0	6.02762693799008	0	0	0	6.17167441033169	0	0	0	0	0	0	0	0	0	0	0	0	5.32744414035228	5.0090447873825	0	0	0	0	7.04845254316363	0	0	0	0	0	1.52756082850785	0	0	0	0	6.92187960673259	0	0	0	0	0	0	0	0	0	0	0	0	6.47915487982758	0	1.27431534193428	5.68723653408353	4.32340321751755	5.73385919553368	6.51926244026472	0	5.26753841978631	0	0	0	0	5.76299639464167	7.19455043086302	0	7.28012164329444	0	0	0	0.357608303813848	0	0	6.52494330230315	7.6338197324254	0	4.87714692907839	2.04767099614617	0	4.89621758927644	0	0	0	0
"LSP1"	0	0	0	0	6.67752529629639	0	6.90965167459859	3.4071147752158	0.543891765994185	0	0	4.39476929367638	3.27096841154479	7.09091428228164	6.80643929308132	0	7.35955507982825	0	6.73743745860634	0	0	6.87864528488592	0	0	7.01856963950809	6.98078050607545	5.16277116326705	7.31108618059032	0.496175980839114	0	7.68086189129036	5.39012285802455	0	0	7.98694632834148	0	6.75774081414423	6.16732540892303	0	0	0	0	0	0	4.81438071481011	0	7.95067982207201	0	6.75882722098406	0	7.16777518748771	8.06551323562375	5.46649530741756	6.72538670942285	7.02766818102884	5.7047734949467	7.87113672476015	8.06433487296674	0	5.94295170470623	5.92295468408235	8.83823033359795	6.38089443623382	7.38404540200832	0	4.85183447641082	6.81078869742437	2.03626770068192	7.29008918236287	0	5.78698311958512	6.93157976736421	0	0	5.31748967604365	0	7.09479048865023	0	0	2.91921993231332	0	0	4.42628488519013	0	3.88401662342949	1.20648694439261	6.10856961869866	0	8.51763852633272	7.05768517839973	7.23843454834512	0	5.63133306936976	5.45141192100603	6.96335354754787	5.90620322814969	0	5.96942175001401	5.1352951667858	3.85007429366465
"CTSW"	0	0	0	0	0	6.24852212293981	4.54476356166502	7.34842347443334	0	7.28301174689394	7.46294587145897	0	0	0.665201733199519	0	6.7529168781756	1.9052315045011	0	0	6.70536089326073	4.59758242146498	0	7.38081687876945	0	0	4.44380951620215	0	0	0	0	7.44405071242023	4.10980516861731	5.93086457292456	0	7.28665108906105	0	7.07386124756917	7.21804491104908	6.13704523134802	0	4.80393839078453	0	4.27645869948183	0	6.73443053672823	0	0	0	6.31030994295571	0	0	6.73920962827638	0	7.4890207119223	6.30710497548069	6.13001180603134	6.60923149437375	0	0	0	6.45886246155503	0	0	0	0	0	6.38543517889583	7.6148610983447	0	0	0	0	0	4.27826507884081	6.95783777354077	0	0	0	0	6.19194277665899	0	0	5.54181712451091	0	7.48345296235207	5.3139695577157	7.21081285488019	0	6.70499282935748	0.965581138898532	6.38696696564222	4.94624286226972	5.53627146441917	0	7.14089959092319	3.55598912088385	0	5.90587313690834	0	0
"UCP2"	0	0	0	7.16565462197859	7.79080897778323	0	0	0	0	0	7.63398867927552	0	4.2000209049566	0	0	7.13136980806568	0	0	0	5.6830192953267	0	7.18905310369739	0	7.46024266066879	8.17281265930608	8.04053593092976	6.72873303462432	0	6.96909844286723	7.08562637385078	0	7.27175928689246	3.35183041662426	8.86504160108541	0	0	0.607493661971008	0	0	5.34051455818433	0	0	0	0	0	7.10604444540901	0	0	0	7.42734586753892	0	0	6.80400837075391	0	4.1618457710742	7.86411809490134	0	7.56344363554414	0	6.21596799953625	0	7.00498906207487	7.07336974912009	9.31061902953791	6.894576243217	6.9364174547989	0	7.93351952760016	0	6.87214922802933	0	6.76072234225425	0	0	0	0	0	0	8.89867665648602	8.07230049113285	0	1.22402792232395	0	0	0	0	0	7.35888790212887	6.03693361644225	0	7.87278093561737	0	0	3.72319702332252	0	0	0	0	8.20580204480159	8.01202292273608
"CD69"	0	0	0	0	0	0	0	7.4724859843394	2.61216374461758	6.00600959072488	4.97693638378145	0	0	0	0	0.392130547318411	7.17439123723267	2.25877216556319	1.35048027410146	0	0	0	7.75574631795604	3.45936735169952	7.07680811639048	0	0	5.45793240440214	5.99901660349797	4.579038913537	0	6.5238438813006	1.23209584644417	2.01074761939752	0	4.5569615142081	6.35208210319146	4.95836896672936	3.39166187811805	2.54442850821065	5.69748638597003	0	5.68153219259582	0	1.7740891270705	0	0	0	4.18649897296102	0	0	0	0	7.75901458075453	6.25369661444312	0	0	0	0	3.3130005437483	8.94896617613375	0	0	0	0	0	0	0	6.5641426290683	5.34757424492751	0	0	0	0	0	6.3397495450658	0	0	6.71653758107322	0	0	7.07464843145618	0	0	0	0	6.65130805181771	0	0	3.01169599923547	0	0	0	0	1.47794149528888	6.02517655682481	6.38769253474919	6.29090815790131	3.18803688146354	0
"ARHGDIB"	0	5.82400430560128	0	0	7.71713892761759	3.41539767723277	8.54011753564646	7.83230281904315	0	7.33728792514788	6.6920934916322	7.40044878303084	6.91751207527223	0	6.72606430907943	0	7.11121988151276	0	7.06911320226721	0	2.38238228195752	8.05049718085515	6.53977438477451	5.86547643899716	7.97360473240968	6.69068275716408	6.58652472449634	6.33518809521803	6.20519816462347	0	7.41063934542134	0	8.0473103322677	0	4.65050666581589	6.4374306702242	6.13106508692299	0	6.97209305287481	7.29275239818196	7.32064749552239	0	0	6.2379011413169	7.88062418738089	7.31828890918692	9.42448171524929	6.73730264950334	6.94548421956842	6.74971512952999	0	0	8.10585467488068	7.24602427399458	0	7.77104807595983	7.23093078810606	4.5023859811987	7.40929333876028	0	8.14248302825862	6.4012819688671	8.32700299046304	6.96592243052488	7.04257233217284	7.73850203492907	0	8.10924442237628	6.7092710577335	6.76462349218848	6.74305132787302	8.63156993193368	7.77865520906892	0	4.20700416513101	7.38633856237232	8.02339825055519	7.16969836029507	7.92176900875344	6.61624476145779	7.96863338909098	0	6.75651856178053	6.26741856497034	8.67054426331421	6.98936690883659	6.96297313975555	8.99992825795112	6.65038071786781	7.37600927424872	6.81449248891563	0	8.02243983500619	5.75792411604108	7.20875768244206	7.2145016563222	7.31404272430939	7.16424554825108	7.13189399187789	7.33469313674848
"BIN2"	0	0	0	0.0871776686360357	5.09719570928542	0	2.19296423891431	0	0	5.55053378940101	0	0	4.80649316969865	0	4.36648448645249	5.85579813892756	0	6.75480895329517	0	0	0	0	0	0	0	5.20826401682056	0.739874019143927	0	0	0	6.49926071971804	0	0	0	0	5.61840547225022	0	0	0	5.63506566791346	0	6.70534775961309	0	6.06624400270858	5.2190337335286	0	0	0	0	6.79360695055582	0	0	0	0	7.13346910059501	4.90597996770439	0	5.51448178422128	7.17342759718129	5.71900185980461	5.57119320161253	7.36379204540739	6.07696306500678	4.65152476016198	0	6.51707707272054	0	0	0	0	0	6.24223740377883	0	5.57374472704177	0	0	0	0	0	2.8508574177405	0	0	7.4766736320226	7.43438561765059	0	0	1.1425572100569	4.06921322392502	6.32863633528036	0	7.81697357873609	6.34026903602815	5.04733247419627	3.57216450163278	0	0	2.96810734524743	0	0	0
"GLIPR1"	0	0	0	0	0	0.893944608016303	0.309117966164885	6.66484076751228	0	0	6.89924041492922	0	0	0	0	0	0	0	0.101085257327563	0	0	5.79096565247348	7.28436023534417	0	5.42268814492312	3.55911120476998	0	0	0	6.51936671493572	0	0.253275303370795	0	0	0	0	0	0	3.96180758886435	3.7845448133435	0	2.89699446867695	0	0	0.0447857797526108	0	0.478381667365493	0	0	0	0	0	0	0	0	0	0	0	6.43878653081152	0.0654344459486331	6.28738585494261	0	0	0	0	2.17359759227493	0	0	0	0	5.18160470255815	0	0	0	6.28553593939755	0	0	0	0	0	0	0	0	0	6.01155311112831	4.26374656071146	8.05771263036444	0	6.95178511220091	1.15575570795534	0	0	0	0	0	0	0	0	0	0
"ALOX5AP"	0	0	0	0	0	6.48098273604226	0.349908733793843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4913782112125	0	0	0	8.46911763100042	0	0	6.42994245834811	0	0	0	6.48923543748506	0	0	0	0	0	0	0	0	0	0	6.28683495420024	0	0	0	0	0	6.73654913620705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25804133924006	0	6.95033169691973	0	0	0	5.12006697331644	0	0	7.05711555410314	2.90923931382521	6.24587781077838	0	7.05024319505514	3.89533655529338	0	0	0	0	0	0	0	0
"LCP1"	4.85116485025222	0	0	0	0	4.63002039852758	6.30143802873577	8.14690190171806	0	6.78952386395388	5.66556275070999	0	0	6.73926931580253	3.77949402107907	6.51254974981106	0	5.99120935113139	5.94818007795158	5.08409701427471	7.16739867558989	0	0	0	0	8.01655888598772	4.29286565864207	6.71440241939445	4.00961411422961	0.43494575238648	5.12860231652357	5.09738830780629	7.22566295293136	0	6.10751128736344	6.59513437616755	6.29119262167212	5.81887586304194	0	0	6.99567479283063	4.30895129466451	6.02983427051208	0	0	6.77625325190028	7.17027681583277	6.40148677694162	6.67967615195857	6.91470610730629	0	7.08062270399928	6.3737238934237	6.97847182990894	2.38278897068184	0	0	0	5.56292895315364	3.61859693519814	7.1971069752982	6.1363532127413	4.35162620915357	6.94379125315459	0	0	6.50806254440167	4.58805256771128	6.17012856738016	4.61156959776286	7.42918384412808	6.63871884996944	0	7.22340285562303	7.40885092768334	0	1.22715574776975	5.8529559036077	0	7.21241515911581	0.246955265042952	6.04343156445104	6.80703195408234	2.27003251008428	6.53204744196774	7.03076401148351	7.14107479088742	6.70561980907916	4.87638777353274	6.94486441799056	6.66451327544771	0	0	4.51636001582775	4.88873691807069	5.57576521984566	0	5.03426942795954	0	0
